uefa_season_year,home_team_uefa_overall_coefficient,home_team_uefa_season_coefficient,home_team_uefa_overall_rank,home_team_uefa_season_rank,away_team_uefa_overall_coefficient,away_team_uefa_season_coefficient,away_team_uefa_overall_rank,away_team_uefa_season_rank,home_uefa_fallback_used,away_uefa_fallback_used,home_uefa_missing,away_uefa_missing,uefa_overall_coefficient_diff,uefa_season_coefficient_diff,uefa_overall_rank_diff,uefa_season_rank_diff,home_overall_country_coefficient,home_season_country_coefficient,home_country_uefa_overall_rank,home_country_uefa_season_rank,away_overall_country_coefficient,away_season_country_coefficient,away_country_uefa_overall_rank,away_country_uefa_season_rank,home_country_uefa_fallback_used,away_country_uefa_fallback_used,country_uefa_missing,country_overall_rank_diff,country_season_rank_diff,head_to_head_goal_diff,h2h_available,home_form_goals_for_5,home_form_goals_against_5,home_form_win_rate_5,home_form_clean_sheet_rate_5,home_form_fail_to_score_rate_5,home_form_btts_rate_5,home_form_clean_sheet_rate_10,home_form_btts_rate_10,away_form_goals_for_5,away_form_goals_against_5,away_form_win_rate_5,away_form_loss_rate_5,away_form_clean_sheet_rate_5,away_form_goals_for_10,away_form_win_rate_10,away_form_loss_rate_10,away_form_btts_rate_10,home_team_home_form_goals_against_5,home_team_home_form_goals_against_10,away_team_away_form_points_10,venue_form_points_diff_10
2014,6029.4,3165.0,5.0,16.0,87.5,7.5,174.0,195.0,1,1,0,0,5941.9,3157.5,-169.0,-179.0,1679.0,1679.0,13.0,13.0,1647.0,1647.0,17.0,17.0,1,1,0,-4.0,-4.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3466.6,2435.0,23.0,21.0,61.0,25.0,190.0,171.0,1,1,0,0,3405.6,2410.0,-167.0,-150.0,1308.0,1308.0,80.0,80.0,1647.0,1647.0,17.0,17.0,1,1,0,63.0,63.0,0.0,0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,538.6,143.0,80.0,129.0,175.5,175.5,136.0,119.0,1,1,0,0,363.1,-32.5,-56.0,10.0,1679.0,1679.0,13.0,13.0,1483.0,1483.0,42.0,42.0,1,1,0,-29.0,-29.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,114.5,4.5,166.0,203.0,1293.4,469.4,51.0,72.0,1,1,0,0,-1178.9,-464.9,115.0,131.0,1462.0,1462.0,52.0,52.0,1679.0,1679.0,14.0,14.0,1,1,0,38.0,38.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,430.8,242.8,90.0,103.0,169.5,145.5,139.0,127.0,1,1,0,0,261.3,97.30000000000001,-49.0,-24.0,1476.0,1476.0,48.0,48.0,1477.0,1477.0,47.0,47.0,1,1,0,1.0,1.0,0.0,0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014,1865.3,1424.5,41.0,36.0,2247.0,1267.4,32.0,42.0,1,1,0,0,-381.70000000000005,157.0999999999999,9.0,-6.0,1308.0,1308.0,80.0,80.0,1483.0,1483.0,42.0,42.0,1,1,0,38.0,38.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014,2951.0,1698.2,29.0,32.0,1885.6,1082.0,39.0,45.0,1,1,0,0,1065.4,616.2,-10.0,-13.0,1776.0,1776.0,5.0,5.0,1462.0,1462.0,52.0,52.0,1,1,0,-47.0,-47.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3261.3,2334.5,26.0,23.0,4517.1,4227.9,12.0,9.0,1,1,0,0,-1255.8000000000002,-1893.3999999999996,14.0,14.0,1886.0,1886.0,1.0,1.0,1776.0,1776.0,5.0,5.0,1,1,0,-4.0,-4.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,2223.4,1698.2,33.0,32.0,16.5,4.5,240.0,204.0,0,1,1,0,2206.9,1693.7,-207.0,-172.0,1679.0,1679.0,14.0,14.0,1477.0,1477.0,47.0,47.0,0,1,1,-33.0,-33.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
2014,4320.6,3096.2,14.0,18.0,2855.4,1816.2,30.0,31.0,1,1,0,0,1465.2000000000003,1279.9999999999998,-16.0,-13.0,1776.0,1776.0,5.0,5.0,1679.0,1679.0,14.0,14.0,1,1,0,-9.0,-9.0,0.0,0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.6666666666666666,1.0,0.0,0.6666666666666666,1.6666666666666667,1.0,0.0,0.3333333333333333,0.0,0.0,3.0,-3.0
2014,5949.2,5502.0,6.0,4.0,1175.6,733.6,53.0,58.0,1,1,0,0,4773.6,4768.4,-47.0,-54.0,1776.0,1776.0,5.0,5.0,1679.0,1679.0,14.0,14.0,1,1,0,-9.0,-9.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
2014,3708.7,2354.7,20.0,22.0,3658.9,3372.1,21.0,14.0,1,1,0,0,49.79999999999973,-1017.4000000000001,-1.0,8.0,1476.0,1476.0,48.0,48.0,1886.0,1886.0,1.0,1.0,1,1,0,47.0,47.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,-3.0
2014,9303.1,8609.1,2.0,2.0,1849.2,1200.8,42.0,43.0,1,1,0,0,7453.900000000001,7408.3,-40.0,-41.0,1776.0,1776.0,5.0,5.0,1568.0,1568.0,24.0,24.0,1,1,0,-19.0,-19.0,0.0,0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,652.4,212.0,69.0,111.0,3716.6,3501.4,19.0,12.0,1,1,0,0,-3064.2,-3289.4,50.0,99.0,1462.0,1462.0,52.0,52.0,1776.0,1776.0,5.0,5.0,1,1,0,47.0,47.0,0.0,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2014,974.5,453.3,59.0,76.0,5521.0,3100.6,8.0,17.0,1,1,0,0,-4546.5,-2647.2999999999997,51.0,59.0,1886.0,1886.0,1.0,1.0,1679.0,1679.0,13.0,13.0,1,1,0,-12.0,-12.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
2014,2168.6,1377.0,37.0,38.0,4128.4,4104.4,16.0,10.0,1,1,0,0,-1959.7999999999997,-2727.3999999999996,21.0,28.0,1886.0,1886.0,1.0,1.0,1568.0,1568.0,24.0,24.0,1,1,0,-23.0,-23.0,0.0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,175.5,175.5,136.0,119.0,1885.6,1082.0,39.0,45.0,1,1,0,0,-1710.1,-906.5,97.0,74.0,1483.0,1483.0,42.0,42.0,1462.0,1462.0,52.0,52.0,1,1,0,-10.0,-10.0,0.0,0,0.5,2.0,0.0,0.0,0.5,0.5,0.0,0.5,1.5,0.0,1.0,0.0,1.0,1.5,1.0,0.0,0.0,1.0,1.0,3.0,-2.0
2014,1849.2,1200.8,42.0,43.0,61.0,25.0,190.0,171.0,1,1,0,0,1788.2,1175.8,-148.0,-128.0,1568.0,1568.0,24.0,24.0,1647.0,1647.0,17.0,17.0,1,1,0,7.0,7.0,0.0,0,2.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,3.0,1.5,0.5,0.5,0.0,3.0,0.5,0.5,1.0,1.0,1.0,0.0,3.0
2014,1865.3,1424.5,41.0,36.0,3261.3,2334.5,26.0,23.0,1,1,0,0,-1396.0000000000002,-910.0,15.0,13.0,1308.0,1308.0,80.0,80.0,1886.0,1886.0,1.0,1.0,1,1,0,79.0,79.0,0.0,0,0.5,1.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.5,0.25,0.75,0.25,0.5,0.25,0.75,0.0,0.0,0.0,0.0,3.0
2014,2855.4,1816.2,30.0,31.0,5521.0,3100.6,8.0,17.0,1,1,0,0,-2665.6,-1284.3999999999999,22.0,14.0,1679.0,1679.0,14.0,14.0,1679.0,1679.0,13.0,13.0,1,1,0,1.0,1.0,0.0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.5,0.0,1.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,3.0,0.0
2014,538.6,143.0,80.0,129.0,2951.0,1698.2,29.0,32.0,1,1,0,0,-2412.4,-1555.2,51.0,97.0,1679.0,1679.0,13.0,13.0,1776.0,1776.0,5.0,5.0,1,1,0,8.0,8.0,0.0,0,1.5,2.0,0.5,0.0,0.0,1.0,0.0,1.0,1.5,1.0,0.5,0.0,0.0,1.5,0.5,0.0,1.0,1.0,1.0,1.0,2.0
2014,16.5,4.5,240.0,204.0,87.5,7.5,174.0,195.0,1,1,0,0,-71.0,-3.0,66.0,9.0,1477.0,1477.0,47.0,47.0,1647.0,1647.0,17.0,17.0,1,1,0,30.0,30.0,0.0,0,1.5,2.5,0.5,0.0,0.0,1.0,0.0,1.0,1.5,1.75,0.75,0.25,0.5,1.5,0.75,0.25,0.5,1.0,1.0,1.5,1.5
2014,9303.1,8609.1,2.0,2.0,3466.6,2435.0,23.0,21.0,1,1,0,0,5836.5,6174.1,-21.0,-19.0,1776.0,1776.0,5.0,5.0,1308.0,1308.0,80.0,80.0,1,1,0,-75.0,-75.0,0.0,0,2.0,1.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,3.0
2014,4128.4,4104.4,16.0,10.0,3716.6,3501.4,19.0,12.0,1,1,0,0,411.7999999999997,602.9999999999995,-3.0,-2.0,1568.0,1568.0,24.0,24.0,1776.0,1776.0,5.0,5.0,1,1,0,19.0,19.0,0.0,0,1.0,1.5,0.0,0.0,0.5,0.5,0.0,0.5,1.75,0.5,0.5,0.25,0.5,1.75,0.5,0.25,0.25,2.0,2.0,0.5,0.5
2014,430.8,242.8,90.0,103.0,5949.2,5502.0,6.0,4.0,1,1,0,0,-5518.4,-5259.2,84.0,99.0,1476.0,1476.0,48.0,48.0,1776.0,1776.0,5.0,5.0,1,1,0,43.0,43.0,0.0,0,1.0,1.5,0.5,0.5,0.0,0.5,0.5,0.5,1.5,0.5,1.0,0.0,0.5,1.5,1.0,0.0,0.5,0.0,0.0,3.0,0.0
2014,2168.6,1377.0,37.0,38.0,652.4,212.0,69.0,111.0,1,1,0,0,1516.1999999999998,1165.0,-32.0,-73.0,1886.0,1886.0,1.0,1.0,1462.0,1462.0,52.0,52.0,1,1,0,-51.0,-51.0,0.0,0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,1.0,2.0
2014,169.5,145.5,139.0,127.0,1175.6,733.6,53.0,58.0,1,1,0,0,-1006.0999999999999,-588.1,86.0,69.0,1477.0,1477.0,47.0,47.0,1679.0,1679.0,14.0,14.0,1,1,0,33.0,33.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.25,0.5,0.5,0.25,1.5,0.5,0.5,0.75,1.0,1.0,0.0,0.0
2014,2247.0,1267.4,32.0,42.0,4517.1,4227.9,12.0,9.0,1,1,0,0,-2270.1000000000004,-2960.4999999999995,20.0,33.0,1483.0,1483.0,42.0,42.0,1776.0,1776.0,5.0,5.0,1,1,0,37.0,37.0,0.0,0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.5,1.0,0.5,0.5,0.0,1.5,0.5,0.5,0.5,0.0,0.0,0.0,3.0
2014,2223.4,1698.2,33.0,32.0,6029.4,3165.0,5.0,16.0,0,1,1,0,-3805.9999999999995,-1466.8,28.0,16.0,1679.0,1679.0,14.0,14.0,1679.0,1679.0,13.0,13.0,0,1,1,1.0,1.0,0.0,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0,0.0,3.0
2014,1293.4,469.4,51.0,72.0,3658.9,3372.1,21.0,14.0,1,1,0,0,-2365.5,-2902.7,30.0,58.0,1679.0,1679.0,14.0,14.0,1886.0,1886.0,1.0,1.0,1,1,0,13.0,13.0,0.0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.75,0.5,0.25,0.75,1.0,0.5,0.25,0.25,0.0,0.0,1.5,1.5
2014,4320.6,3096.2,14.0,18.0,974.5,453.3,59.0,76.0,1,1,0,0,3346.1000000000004,2642.8999999999996,-45.0,-58.0,1776.0,1776.0,5.0,5.0,1886.0,1886.0,1.0,1.0,1,1,0,4.0,4.0,0.0,0,1.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,2.0
